,text,labels
669,(2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al.,"[0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
670,methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k.,"[0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
671,(2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k. fernández et al.,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
672,"(2014b) based on heat sink temperature with absolute rmse 0.55–1.44k. fernández et al. (2014a) also proposed an artificial neural network model to estimate the cell temperature based on atmospheric parameters and an open-circuit voltage model based on electrical parameters (fernandez et al., 2013a) offering good accuracy (rmse 3.2k and 2.5k respectively (rodrigo et al., 2014)).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
673,"fernández et al. (2014a) also proposed an artificial neural network model to estimate the cell temperature based on atmospheric parameters and an open-circuit voltage model based on electrical parameters (fernandez et al., 2013a) offering good accuracy (rmse 3.2k and 2.5k respectively (rodrigo et al., 2014)). the main disadvantage of the aforementioned methods is that an experimental setup is required to obtain the parameters used for the cell temperature calculation.","[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
674,"in addition, the prediction of solar cell’s temperature is very important for the electrical characterisation of cpv modules. rodrigo et al. (2014) reviewed various methods for the calculation of the cell temperature in high concentrator pv (hcpv) modules. the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters.","[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
675,"rodrigo et al. (2014) reviewed various methods for the calculation of the cell temperature in high concentrator pv (hcpv) modules. the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
676,"(2014) reviewed various methods for the calculation of the cell temperature in high concentrator pv (hcpv) modules. the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al.","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
677,"the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
678,the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0]"
679,most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
680,(2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k.,"[0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
681,methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k. fernández et al.,"[0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
682,"(2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k. fernández et al. (2014a) also proposed an artificial neural network model to estimate the cell temperature based on atmospheric parameters and an open-circuit voltage model based on electrical parameters (fernandez et al., 2013a) offering good accuracy (rmse 3.2k and 2.5k respectively (rodrigo et al., 2014)).","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
683,"(2014b) based on heat sink temperature with absolute rmse 0.55–1.44k. fernández et al. (2014a) also proposed an artificial neural network model to estimate the cell temperature based on atmospheric parameters and an open-circuit voltage model based on electrical parameters (fernandez et al., 2013a) offering good accuracy (rmse 3.2k and 2.5k respectively (rodrigo et al., 2014)). the main disadvantage of the aforementioned methods is that an experimental setup is required to obtain the parameters used for the cell temperature calculation.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
684,"in addition, the prediction of solar cell’s temperature is very important for the electrical characterisation of cpv modules. rodrigo et al. (2014) reviewed various methods for the calculation of the cell temperature in high concentrator pv (hcpv) modules. the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k).","[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
685,"rodrigo et al. (2014) reviewed various methods for the calculation of the cell temperature in high concentrator pv (hcpv) modules. the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
686,"(2014) reviewed various methods for the calculation of the cell temperature in high concentrator pv (hcpv) modules. the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions.","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
687,"the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0]"
688,the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
689,most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
690,(2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k. fernández et al.,"[0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
691,"methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k. fernández et al. (2014a) also proposed an artificial neural network model to estimate the cell temperature based on atmospheric parameters and an open-circuit voltage model based on electrical parameters (fernandez et al., 2013a) offering good accuracy (rmse 3.2k and 2.5k respectively (rodrigo et al., 2014)).","[0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
692,"(2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k. fernández et al. (2014a) also proposed an artificial neural network model to estimate the cell temperature based on atmospheric parameters and an open-circuit voltage model based on electrical parameters (fernandez et al., 2013a) offering good accuracy (rmse 3.2k and 2.5k respectively (rodrigo et al., 2014)). the main disadvantage of the aforementioned methods is that an experimental setup is required to obtain the parameters used for the cell temperature calculation.","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
693,"in addition, the prediction of solar cell’s temperature is very important for the electrical characterisation of cpv modules. rodrigo et al. (2014) reviewed various methods for the calculation of the cell temperature in high concentrator pv (hcpv) modules. the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al.","[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
694,"rodrigo et al. (2014) reviewed various methods for the calculation of the cell temperature in high concentrator pv (hcpv) modules. the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
695,"(2014) reviewed various methods for the calculation of the cell temperature in high concentrator pv (hcpv) modules. the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al.","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0]"
696,"the methods were categorised based on: (1) heat sink temperature, (2) electrical parameters and (3) atmospheric parameters. the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
697,the first two categories are based on direct measurements of cpv modules in indoor or outdoor experimental setups and presented the highest degree of accuracy (root mean square error (rmse) 1.7–2.5k). most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
698,most of the methods reviewed by rodrigo et al. (2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k. fernández et al.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
699,"(2014) calculate the cell temperature at open-circuit conditions. methods that predict the cell temperature at maximum power point (mpp) operation offer a more realistic approach since they include the electrical energy generation of the solar cells (i.e. real operating conditions); yandt et al. (2012) described a method predicting the cell temperature at mpp based on electrical parameters and fernández et al. (2014b) based on heat sink temperature with absolute rmse 0.55–1.44k. fernández et al. (2014a) also proposed an artificial neural network model to estimate the cell temperature based on atmospheric parameters and an open-circuit voltage model based on electrical parameters (fernandez et al., 2013a) offering good accuracy (rmse 3.2k and 2.5k respectively (rodrigo et al., 2014)).","[0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 3, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
